mul_id,type,event_name,abs_path
boko_haram_1	,video,boko_haram,https://www.youtube.com/watch?v=HWzhr7dOyrk&feature=youtu.be&a
bowie_david_1,image,bowie_david,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/bowie_david/bowie_david_1.jpg
bowie_david_2,image,bowie_david,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/bowie_david/bowie_david_2.jpg
bowie_david_3,image,bowie_david,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/bowie_david/bowie_david_3.jpg
bowie_david_4,image,bowie_david,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/bowie_david/bowie_david_4.jpg
bowie_david_5,image,bowie_david,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/bowie_david/bowie_david_5.png
bowie_david_6,image,bowie_david,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/bowie_david/bowie_david_6.jpg
brussels_car_metro_1	,video,brussels_car_metro,https://www.youtube.com/watch?v=MsrcqbQeLUA
brussels_car_metro_2	,video,brussels_car_metro,https://www.youtube.com/watch?v=xcvFmzVPLlM
brussels_car_metro_3	,video,brussels_car_metro,https://www.youtube.com/watch?v=i4PPmP-Udh0
brussels_explosions_1	,video,brussels_explosions,https://www.youtube.com/watch?v=mZes8-tzZ0w
brussels_explosions_2	,video,brussels_explosions,https://www.youtube.com/watch?v=mSFf2mzCrTg
brussels_explosions_3	,video,brussels_explosions,https://www.youtube.com/watch?v=ntD7TNWAh2o
brussels_explosions_4	,video,brussels_explosions,https://www.youtube.com/watch?v=ntD7TNWAh2o
brussels_explosions_5,image,brussels_explosions,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/brussels_explosions/brussels_explosions_5.jpg
burst_kfc_1,image,burst_kfc,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/burst_kfc/burst_kfc_1.jpg
bush_book_1,image,bush_book,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/bush_book/bush_book_1.jpg
convoy_explosion_turkey_1	,video,convoy_explosion_turkey,https://video.twimg.com/ext_tw_video/700414582242807809/pu/vid/548x360/CprloKvZYm5uAmWK.mp4
convoy_explosion_turkey_2	,video,convoy_explosion_turkey,https://www.youtube.com/watch?v=R3gJM8QVOB8
convoy_explosion_turkey_3	,video,convoy_explosion_turkey,https://video.twimg.com/ext_tw_video/700331300058750977/pu/vid/320x180/IXx3sAZPtBp408mA.mp4
donald_trump_attacker_1	,video,donald_trump_attacker,https://www.youtube.com/watch?v=XIdaEoBuu3Q
eagle_kid_1	,video,eagle_kid,https://www.youtube.com/watch?v=CE0Q904gtMI
five_headed_snake_1,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/five_headed_snake/five_headed_snake_1.jpg
five_headed_snake_2,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/five_headed_snake/five_headed_snake_2.jpg
five_headed_snake_3,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/five_headed_snake/five_headed_snake_3.jpg
five_headed_snake_4,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/five_headed_snake/five_headed_snake_4.jpg
five_headed_snake_5,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/five_headed_snake/five_headed_snake_5.jpg
fuji_lenticular_1,image,fuji_lenticular,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/fuji_lenticular/fuji_lenticular_1.jpg
fuji_lenticular_2,image,fuji_lenticular,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/fuji_lenticular/fuji_lenticular_2.jpg
gandhi_dancing_1,image,gandhi_dancing,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/gandhi_dancing/gandhi_dancing_1.jpg
halfEverything_1,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_1.jpg
halfEverything_2,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_2.jpg
halfEverything_3,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_3.jpg
halfEverything_4,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_4.jpg
halfEverything_5,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_5.jpg
halfEverything_6,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_6.jpg
halfEverything_7,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_7.jpg
halfEverything_8,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_8.png
halfEverything_9,image,half_everything,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/half_everything/halfEverything_9.jpg
hubble_telescope_1,image,hubble_telescope,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/hubble_telescope/hubble_telescope_1.jpg
immigrants_fear_1,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/immigrants_fear/immigrants_fear_1.jpg
immigrants_fear_2,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/immigrants_fear/immigrants_fear_2.jpg
immigrants_fear_3,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/immigrants_fear/immigrants_fear_3.jpg
immigrants_fear_4,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/immigrants_fear/immigrants_fear_4.jpg
immigrants_fear_5,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/immigrants_fear/immigrants_fear_5.jpg
immigrants_fear_6,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/immigrants_fear/immigrants_fear_6.jpg
immigrants_fear_7,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/immigrants_fear/immigrants_fear_7.jpg
immigrants_fear_8,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/immigrants_fear/immigrants_fear_8.jpg
isis_children_1	,video,isis_children,https://www.youtube.com/watch?v=p2EcrZ5Mc2Y
isis_children_2	,video,isis_children,https://www.youtube.com/watch?v=zl0m5lDUHdg
john_guevara_1,image,john_guevara,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/john_guevara/john_guevara_1.jpg
mc_donalds_fee_1,image,mc_donalds_fee,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/mc_donalds_fee/mc_donalds_fee_1.jpg
nazi_submarine_1,image,nazi_submarine,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/nazi_submarine/nazi_submarine_1.jpg
north_korea_1,image,north_korea,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/north_korea/north_korea_1.jpg
north_korea_2,image,north_korea,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/north_korea/north_korea_2.jpg
not_afraid_1,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/not_afraid/not_afraid_1.jpg
not_afraid_2,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/not_afraid/not_afraid_2.jpg
not_afraid_3,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/not_afraid/not_afraid_3.jpg
not_afraid_4,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/not_afraid/not_afraid_4.jpg
not_afraid_5,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/not_afraid/not_afraid_5.jpg
pakistan_explosion_1,image,pakistan_explosion,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/pakistan_explosion/pakistan_explosion_1.jpg
pope_francis_1	,video,pope_francis,https://www.youtube.com/watch?v=h-AkAF2Tc1k
protest_1,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_1.jpg
protest_10,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_10.jpg
protest_11,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_11.jpg
protest_12,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_12.jpg
protest_2,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_2.jpg
protest_3,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_3.jpg
protest_4,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_4.jpg
protest_5,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_5.jpg
protest_6,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_6.jpg
protest_7,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_7.jpg
protest_8,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_8.jpg
protest_9,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/protest/protest_9.png
refugees_1,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_1.jpg
refugees_10,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_10.jpg
refugees_11,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_11.jpg
refugees_12,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_12.jpg
refugees_13,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_13.jpg
refugees_14,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_14.jpg
refugees_15,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_15.jpg
refugees_16,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_16.jpg
refugees_17,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_17.jpg
refugees_2,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_2.jpg
refugees_3,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_3.jpg
refugees_4,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_4.jpg
refugees_5,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_5.jpg
refugees_6,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_6.jpg
refugees_7,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_7.jpg
refugees_8,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_8.jpg
refugees_9,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/refugees/refugees_9.jpg
rio_moon_1,image,rio_moon,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/rio_moon/rio_moon_1.jpg
snowboard_girl_1	,video,snowboard_girl,https://www.youtube.com/watch?v=vT_PNKg3v7s
snowboard_girl_2	,video,snowboard_girl,https://www.youtube.com/watch?v=RIXDVk0cjMw
soldier_stealing_1,image,soldier_stealing,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/soldier_stealing/soldier_stealing_1.jpg
syrian_children_1,image,syrian_children,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/syrian_children/syrian_children_1.jpg
syrian_children_1	,video,syrian_children,https://www.youtube.com/watch?v=S587ncQR8ps
ukrainian_nazi_1,image,ukrainian_nazi,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/ukrainian_nazi/ukrainian_nazi_1.jpg
woman_14_children_1,image,woman_14_children,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/woman_14_children/woman_14_children_1.jpg
woman_14_children_2,image,woman_14_children,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset/testset_maintask_files/woman_14_children/woman_14_children_2.jpg
