mul_id,type,event_name,abs_path
five_headed_snake_3,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/five_headed_snake/five_headed_snake_3.jpg
five_headed_snake_4,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/five_headed_snake/five_headed_snake_4.jpg
five_headed_snake_5,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/five_headed_snake/five_headed_snake_5.jpg
five_headed_snake_6,image,five_headed_snake,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/five_headed_snake/five_headed_snake_6.jpg
fox_1,image,fog_hunt,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/fog_hunt/fox_1.jpg
fuji_lenticular_1,image,fuji_lenticular,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/fuji_lenticular/fuji_lenticular_1.jpg
fuji_lenticular_2,image,fuji_lenticular,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/fuji_lenticular/fuji_lenticular_2.jpg
fuji_lenticular_3,image,fuji_lenticular,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/fuji_lenticular/fuji_lenticular_3.jpg
fuji_lenticular_4,image,fuji_lenticular,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/fuji_lenticular/fuji_lenticular_4.jpg
gandhi_dancing_1,image,gandhi_dancing,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/gandhi_dancing/gandhi_dancing_1.jpg
gandhi_dancing_2,image,gandhi_dancing,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/gandhi_dancing/gandhi_dancing_2.png
immigrants_fear_1,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/immigrants_fear/immigrants_fear_1.jpg
immigrants_fear_2,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/immigrants_fear/immigrants_fear_2.jpg
immigrants_fear_3,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/immigrants_fear/immigrants_fear_3.jpg
immigrants_fear_4,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/immigrants_fear/immigrants_fear_4.jpg
immigrants_fear_5,image,immigrants_fear,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/immigrants_fear/immigrants_fear_5.jpg
john_guevara_1,image,john_guevara,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/john_guevara/john_guevara_1.jpg
john_guevara_2,image,john_guevara,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/john_guevara/john_guevara_2.jpg
mc_donalds_fee_1,image,mc_donalds_fee,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/mc_donalds_fee/mc_donalds_fee_1.jpg
mc_donalds_fee_2,image,mc_donalds_fee,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/mc_donalds_fee/mc_donalds_fee_2.jpg
north_korea_1,image,north_korea,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/north_korea/north_korea_1.jpg
north_korea_2,image,north_korea,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/north_korea/north_korea_2.jpg
north_korea_3,image,north_korea,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/north_korea/north_korea_3.jpg
not_afraid_1,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/not_afraid/not_afraid_1.jpg
not_afraid_2,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/not_afraid/not_afraid_2.jpg
not_afraid_3,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/not_afraid/not_afraid_3.jpg
not_afraid_4,image,not_afraid,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/not_afraid/not_afraid_4.jpg
pakistan_explosion_1,image,pakistan_explosion,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/pakistan_explosion/pakistan_explosion_1.jpg
protest_1,image,protest,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/protest/protest_1.jpg
refugees_1,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/refugees/refugees_1.jpg
refugees_2,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/refugees/refugees_2.jpg
refugees_3,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/refugees/refugees_3.jpg
refugees_4,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/refugees/refugees_4.jpg
refugees_5,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/refugees/refugees_5.jpg
refugees_6,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/refugees/refugees_6.jpg
refugees_7,image,refugees,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/refugees/refugees_7.jpg
rio_moon_1,image,rio_moon,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/rio_moon/rio_moon_1.jpg
rio_moon_2,image,rio_moon,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/rio_moon/rio_moon_2.jpg
soldier_stealing_geese,image,soldier_stealing,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/soldier_stealing/soldier_stealing_geese.jpg
syrian_children_1,image,syrian_children,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/syrian_children/syrian_children_1.jpg
ukrainian_nazi_1,image,ukrainian_nazi,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/ukrainian_nazi/ukrainian_nazi_1.jpg
woman_14_children_1,image,woman_14_children,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/woman_14_children/woman_14_children_1.jpg
woman_14_children_2,image,woman_14_children,/Users/quoctin/Documents/UNITN - No Dropbox/MediaEVAL/image-verification-corpus-master/mediaeval2016/testset_subtask_files/woman_14_children/woman_14_children_2.jpg
